"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"1","Total","690","516","19619","2853","6328","807","2094","1326","1611","329","2067","1328","330","131","817","1395","7839",".451",".385",".823",".557","18.2","108","112","28.4","11.4","3.0","1.9","afflaar01",NA
"2","Home","348","257","9880","1454","3184","411","1047","730","902","175","1071","684","169","73","415","716","4049",".457",".393",".809",".565","18.3","110","111","28.4","11.6","3.1","2.0","afflaar01",NA
"3","Road","342","259","9740","1399","3144","396","1047","596","709","154","996","644","161","58","402","679","3790",".445",".378",".841",".548","18.1","107","113","28.5","11.1","2.9","1.9","afflaar01",NA
"4","Pre","479","361","13702","1999","4431","573","1487","942","1142","228","1432","901","249","96","577","978","5513",".451",".385",".825",".559","18.3","108","112","28.6","11.5","3.0","1.9","afflaar01",NA
"5","Post","211","155","5918","854","1897","234","607","384","469","101","635","427","81","35","240","417","2326",".450",".386",".819",".553","18.0","109","112","28.0","11.0","3.0","2.0","afflaar01",NA
"6","Win","337","231","9266","1406","2892","422","938","638","783","175","1035","657","175","63","347","652","3872",".486",".450",".815",".598","17.5","117","106","27.5","11.5","3.1","1.9","afflaar01",NA
"7","Loss","353","285","10353","1447","3436","385","1156","688","828","154","1032","671","155","68","470","743","3967",".421",".333",".831",".522","18.8","101","117","29.3","11.2","2.9","1.9","afflaar01",NA
"8","October","13","10","386","47","107","16","36","21","27","4","33","24","11","3","9","27","131",".439",".444",".778",".551","14.3","112","106","29.7","10.1","2.5","1.8","afflaar01",NA
"9","November","124","91","3386","522","1129","140","360","235","280","45","393","244","50","25","139","231","1419",".462",".389",".839",".567","18.6","110","111","27.3","11.4","3.2","2.0","afflaar01",NA
"10","December","133","97","3797","580","1266","143","419","248","300","67","415","237","75","24","161","270","1551",".458",".341",".827",".555","18.6","107","110","28.5","11.7","3.1","1.8","afflaar01",NA
"11","January","150","115","4392","622","1377","206","479","302","355","74","424","295","82","34","199","324","1752",".452",".430",".851",".571","18.1","108","113","29.3","11.7","2.8","2.0","afflaar01",NA
"12","February","96","73","2762","382","873","113","307","203","264","51","280","193","42","26","115","194","1080",".438",".368",".769",".546","18.1","108","114","28.8","11.3","2.9","2.0","afflaar01",NA
"13","March","114","88","3235","448","1034","126","343","214","261","51","317","212","45","9","137","249","1236",".433",".367",".820",".538","18.1","106","113","28.4","10.8","2.8","1.9","afflaar01",NA
"14","April","60","42","1661","252","542","63","150","103","124","37","205","123","25","10","57","100","670",".465",".420",".831",".562","17.9","114","111","27.7","11.2","3.4","2.1","afflaar01",NA
"15","Sunday","111","74","3086","453","1008","118","306","193","238","61","337","219","49","28","134","211","1217",".449",".386",".811",".547","18.3","107","111","27.8","11.0","3.0","2.0","afflaar01",NA
"16","Monday","75","66","2328","348","771","101","257","170","194","39","258","166","33","15","102","159","967",".451",".393",".876",".565","18.7","109","113","31.0","12.9","3.4","2.2","afflaar01",NA
"17","Tuesday","84","62","2392","356","778","97","246","144","179","35","243","162","44","24","96","155","953",".458",".394",".804",".556","18.0","107","112","28.5","11.3","2.9","1.9","afflaar01",NA
"18","Wednesday","150","109","4200","622","1391","182","473","261","326","80","448","293","79","18","179","327","1687",".447",".385",".801",".550","18.6","108","112","28.0","11.2","3.0","2.0","afflaar01",NA
"19","Thursday","44","37","1282","182","391","56","134","76","82","22","127","68","18","8","44","97","496",".465",".418",".927",".581","16.7","112","111","29.1","11.3","2.9","1.5","afflaar01",NA
"20","Friday","141","104","3995","587","1278","157","428","316","377","59","417","265","66","28","162","283","1647",".459",".367",".838",".570","18.3","110","111","28.3","11.7","3.0","1.9","afflaar01",NA
"21","Saturday","85","64","2337","305","711","96","250","166","215","33","237","155","41","10","100","163","872",".429",".384",".772",".541","17.6","106","114","27.5","10.3","2.8","1.8","afflaar01",NA
"22","Starter","516","516","16832","2546","5613","730","1875","1180","1419","261","1737","1183","269","109","704","1140","7002",".454",".389",".832",".561","18.7","109","112","32.6","13.6","3.4","2.3","afflaar01",NA
"23","Reserve","174","0","2787","307","715","77","219","146","192","68","330","145","61","22","113","255","837",".429",".352",".760",".523","15.3","101","109","16.0","4.8","1.9","0.8","afflaar01",NA
"24","40+","64","64","2704","475","997","138","316","231","270","37","300","205","38","11","123","162","1319",".476",".437",".856",".591","21.0","114","113","42.3","20.6","4.7","3.2","afflaar01",NA
"25","30-39","305","290","10706","1633","3552","478","1198","791","954","152","1077","791","174","67","460","685","4535",".460",".399",".829",".571","18.7","111","113","35.1","14.9","3.5","2.6","afflaar01",NA
"26","20-29","181","138","4580","577","1366","155","463","235","292","94","484","257","76","34","179","370","1544",".422",".335",".805",".517","16.6","101","110","25.3","8.5","2.7","1.4","afflaar01",NA
"27","10-19","83","22","1296","143","334","33","93","48","70","38","161","58","33","17","44","135","367",".428",".355",".686",".503","14.6","100","110","15.6","4.4","1.9","0.7","afflaar01",NA
"28","0-9","57","2","332","25","79","3","24","21","25","8","45","17","9","2","11","43","74",".316",".125",".840",".411","14.4","83","109","5.8","1.3","0.8","0.3","afflaar01",NA
"29","0 Days","152","121","4523","652","1437","180","474","310","378","75","485","283","72","30","199","330","1794",".454",".380",".820",".559","18.2","107","113","29.8","11.8","3.2","1.9","afflaar01",NA
"30","1 Day","373","288","10862","1589","3517","454","1156","742","903","184","1152","738","176","75","434","746","4374",".452",".393",".822",".559","18.2","109","112","29.1","11.7","3.1","2.0","afflaar01",NA
"31","2 Days","101","64","2643","359","849","92","276","177","207","40","258","198","45","16","114","190","987",".423",".333",".855",".525","18.1","104","113","26.2","9.8","2.6","2.0","afflaar01",NA
"32","3+ Days","54","35","1318","217","433","70","159","85","107","25","145","96","26","9","64","111","589",".501",".440",".794",".613","18.6","114","113","24.4","10.9","2.7","1.8","afflaar01",NA
"33","Eastern","346","244","9463","1405","3090","407","1006","588","727","148","1017","662","152","61","391","662","3805",".455",".405",".809",".558","18.4","108","111","27.3","11.0","2.9","1.9","afflaar01",NA
"34","Western","344","272","10156","1448","3238","400","1088","738","884","181","1050","666","178","70","426","733","4034",".447",".368",".835",".556","18.0","109","112","29.5","11.7","3.1","1.9","afflaar01",NA
"35","Atlantic","115","81","3181","472","1030","139","325","197","241","49","334","239","42","16","123","221","1280",".458",".428",".817",".563","18.2","110","113","27.7","11.1","2.9","2.1","afflaar01",NA
"36","Central","117","81","3143","484","1027","142","345","180","226","50","347","214","57","27","131","228","1290",".471",".412",".796",".573","18.2","110","110","26.9","11.0","3.0","1.8","afflaar01",NA
"37","Northwest","110","83","3183","469","1040","127","344","222","275","52","326","211","44","18","130","241","1287",".451",".369",".807",".554","18.2","109","114","28.9","11.7","3.0","1.9","afflaar01",NA
"38","Pacific","120","96","3518","491","1113","132","355","263","312","73","368","225","69","22","154","249","1377",".441",".372",".843",".551","17.8","107","111","29.3","11.5","3.1","1.9","afflaar01",NA
"39","Southeast","114","82","3139","449","1033","126","336","211","260","49","336","209","53","18","137","213","1235",".435",".375",".812",".538","18.9","104","111","27.5","10.8","2.9","1.8","afflaar01",NA
"40","Southwest","114","93","3455","488","1085","141","389","253","297","56","356","230","65","30","142","243","1370",".450",".362",".852",".563","17.9","109","113","30.3","12.0","3.1","2.0","afflaar01",NA
"41","Atlanta","24","16","624","97","207","29","63","33","46","8","59","56","11","2","29","43","256",".469",".460",".717",".563","18.9","106","112","26.0","10.7","2.5","2.3","afflaar01",NA
"42","Boston","22","17","630","100","217","24","67","46","58","9","61","54","8","6","27","31","270",".461",".358",".793",".557","19.1","111","111","28.7","12.3","2.8","2.5","afflaar01",NA
"43","CHA, CHO","26","18","734","104","242","32","87","63","77","10","79","51","13","6","35","42","303",".430",".368",".818",".549","19.4","105","109","28.2","11.7","3.0","2.0","afflaar01",NA
"44","Chicago","24","16","614","100","207","29","61","26","30","12","68","45","4","6","27","45","255",".483",".475",".867",".579","18.5","111","112","25.6","10.6","2.8","1.9","afflaar01",NA
"45","Cleveland","25","17","712","111","230","34","86","46","60","16","77","56","14","4","29","46","302",".483",".395",".767",".589","18.4","113","112","28.5","12.1","3.1","2.2","afflaar01",NA
"46","Dallas","22","17","656","87","204","29","76","54","63","12","70","42","15","3","25","48","257",".426",".382",".857",".555","17.8","109","113","29.8","11.7","3.2","1.9","afflaar01",NA
"47","Denver","10","6","266","47","94","9","26","23","25","2","32","12","5","2","13","26","126",".500",".346",".920",".600","20.2","110","113","26.6","12.6","3.2","1.2","afflaar01",NA
"48","Detroit","19","18","597","92","188","27","62","32","41","5","70","42","12","3","19","36","243",".489",".435",".780",".590","17.1","116","108","31.4","12.8","3.7","2.2","afflaar01",NA
"49","Golden State","24","18","677","106","226","28","66","24","30","23","69","42","15","2","25","49","264",".469",".424",".800",".552","17.2","109","114","28.2","11.0","2.9","1.8","afflaar01",NA
"50","Houston","25","20","757","112","260","29","86","58","72","15","86","45","9","4","38","62","311",".431",".337",".806",".533","19.3","104","115","30.3","12.4","3.4","1.8","afflaar01",NA
"51","Indiana","27","16","665","99","220","30","75","47","57","8","74","40","14","9","29","55","275",".450",".400",".825",".561","18.4","106","110","24.6","10.2","2.7","1.5","afflaar01",NA
"52","LA Clippers","25","20","750","88","209","23","67","55","62","14","86","58","17","2","31","43","254",".421",".343",".887",".537","16.3","108","111","30.0","10.2","3.4","2.3","afflaar01",NA
"53","LA Lakers","25","20","753","105","246","35","85","54","68","5","63","48","13","4","31","45","299",".427",".412",".794",".542","18.4","104","108","30.1","12.0","2.5","1.9","afflaar01",NA
"54","Memphis","25","19","705","89","202","23","75","62","72","10","78","56","10","11","24","40","263",".441",".307",".861",".563","16.9","113","110","28.2","10.5","3.1","2.2","afflaar01",NA
"55","Miami","24","20","707","112","249","34","78","57","67","15","82","41","16","8","32","62","315",".450",".436",".851",".566","20.6","111","111","29.5","13.1","3.4","1.7","afflaar01",NA
"56","Milwaukee","22","14","555","82","182","22","61","29","38","9","58","31","13","5","27","46","215",".451",".361",".763",".541","18.4","101","108","25.2","9.8","2.6","1.4","afflaar01",NA
"57","Minnesota","27","22","852","131","288","47","108","58","74","8","90","57","11","5","34","57","367",".455",".435",".784",".572","18.2","112","111","31.6","13.6","3.3","2.1","afflaar01",NA
"58","NJN, BRK","26","18","714","100","216","28","69","37","48","12","92","56","10","3","26","49","265",".463",".406",".771",".559","17.0","110","111","27.5","10.2","3.5","2.2","afflaar01",NA
"59","NOH, NOP","22","19","666","102","212","32","90","53","60","5","51","51","9","6","23","44","289",".481",".356",".883",".606","18.6","118","110","30.3","13.1","2.3","2.3","afflaar01",NA
"60","New York","20","13","525","80","161","32","54","35","47","6","47","39","10","1","21","32","227",".497",".593",".745",".625","17.7","118","119","26.3","11.4","2.4","2.0","afflaar01",NA
"61","SEA, OKC","24","19","719","102","247","21","78","46","53","15","68","53","10","3","28","55","271",".413",".269",".868",".501","18.5","103","116","30.0","11.3","2.8","2.2","afflaar01",NA
"62","Orlando","18","13","476","58","129","16","47","19","25","9","64","29","3","2","19","26","151",".450",".340",".760",".539","15.8","105","110","26.4","8.4","3.6","1.6","afflaar01",NA
"63","Philadelphia","21","15","593","101","219","27","71","38","44","12","75","40","11","3","20","45","267",".461",".380",".864",".560","20.1","111","108","28.2","12.7","3.6","1.9","afflaar01",NA
"64","Phoenix","24","21","723","113","232","31","68","75","90","16","83","41","15","10","30","53","332",".487",".456",".833",".611","18.3","119","110","30.1","13.8","3.5","1.7","afflaar01",NA
"65","Portland","26","20","757","106","230","23","66","58","75","16","79","50","8","6","26","50","293",".461",".348",".773",".557","17.7","112","115","29.1","11.3","3.0","1.9","afflaar01",NA
"66","Sacramento","22","17","616","79","200","15","69","55","62","15","67","36","9","4","37","59","228",".395",".217",".887",".502","18.9","96","111","28.0","10.4","3.0","1.6","afflaar01",NA
"67","San Antonio","20","18","671","98","207","28","62","26","30","14","71","36","22","6","32","49","250",".473",".452",".867",".568","16.9","105","115","33.5","12.5","3.6","1.8","afflaar01",NA
"68","Toronto","26","18","719","91","217","28","64","41","44","10","59","50","3","3","29","64","251",".419",".438",".932",".531","17.3","104","117","27.6","9.7","2.3","1.9","afflaar01",NA
"69","Utah","23","16","590","83","181","27","66","37","48","11","57","39","10","2","29","53","230",".459",".409",".771",".569","17.8","109","112","25.6","10.0","2.5","1.7","afflaar01",NA
"70","Washington","22","15","598","78","206","15","61","39","45","7","52","32","10","0","22","40","210",".379",".246",".867",".465","18.9","94","113","27.2","9.5","2.4","1.5","afflaar01",NA
"71","Total","99","11","1304","173","430","57","195","111","139","54","268","57","45","41","60","105","514",".402",".292",".799",".523","19.8","99","106","13.2","5.2","2.7","0.6","anderju01",NA
"72","Home","45","5","566","76","173","27","76","67","81","18","120","19","22","19","33","37","246",".439",".355",".827",".590","20.2","105","103","12.6","5.5","2.7","0.4","anderju01",NA
"73","Road","54","6","738","97","257","30","119","44","58","36","148","38","23","22","27","68","268",".377",".252",".759",".474","19.5","95","109","13.7","5.0","2.7","0.7","anderju01",NA
"74","Pre","77","3","943","135","339","46","155","80","103","39","189","38","36","24","49","83","396",".398",".297",".777",".515","21.6","97","107","12.2","5.1","2.5","0.5","anderju01",NA
"75","Post","22","8","361","38","91","11","40","31","36","15","79","19","9","17","11","22","118",".418",".275",".861",".552","15.1","110","105","16.4","5.4","3.6","0.9","anderju01",NA
"76","Win","43","8","495","64","140","21","62","45","56","18","114","19","19","17","21","28","194",".457",".339",".804",".589","17.9","110","96","11.5","4.5","2.7","0.4","anderju01",NA
"77","Loss","56","3","809","109","290","36","133","66","83","36","154","38","26","24","39","77","320",".376",".271",".795",".490","21.0","94","112","14.4","5.7","2.8","0.7","anderju01",NA
"78","October","5","0","79","11","31","4","17","5","7","3","18","3","5","3","4","6","31",".355",".235",".714",".455","21.6","90","102","15.7","6.2","3.6","0.6","anderju01",NA
"79","November","26","3","372","50","127","10","45","25","36","19","70","18","10","8","23","30","135",".394",".222",".694",".473","20.9","88","108","14.3","5.2","2.7","0.7","anderju01",NA
"80","December","20","0","234","39","97","17","46","27","34","12","49","5","8","8","13","27","122",".402",".370",".794",".545","25.4","102","111","11.7","6.1","2.5","0.3","anderju01",NA
"81","January","21","0","187","26","61","10","35","17","19","4","35","11","11","2","8","12","79",".426",".286",".895",".569","19.3","106","102","8.9","3.8","1.7","0.5","anderju01",NA
"82","February","9","0","90","13","33","7","17","12","13","1","22","1","2","4","3","9","45",".394",".412",".923",".581","21.8","106","108","10.0","5.0","2.4","0.1","anderju01",NA
"83","March","11","2","157","19","45","5","18","8","9","7","30","8","5","8","4","8","51",".422",".278",".889",".521","15.0","106","111","14.3","4.6","2.7","0.7","anderju01",NA
"84","April","7","6","184","15","36","4","17","17","21","8","44","11","4","8","5","13","51",".417",".235",".810",".564","13.3","115","99","26.3","7.3","6.3","1.6","anderju01",NA
"85","Sunday","16","3","179","28","65","9","29","24","28","7","46","9","7","1","12","14","89",".431",".310",".857",".576","23.0","105","99","11.2","5.6","2.9","0.6","anderju01",NA
"86","Monday","15","1","177","24","61","5","29","9","11","10","36","8","5","8","10","14","62",".393",".172",".818",".471","20.8","88","108","11.8","4.1","2.4","0.5","anderju01",NA
"87","Tuesday","11","0","100","17","31","5","13","8","10","4","22","3","4","3","2","6","47",".548",".385",".800",".664","17.0","129","112","9.1","4.3","2.0","0.3","anderju01",NA
"88","Wednesday","25","4","405","49","129","11","52","31","41","16","85","25","16","11","16","40","140",".380",".212",".756",".476","18.7","96","107","16.2","5.6","3.4","1.0","anderju01",NA
"89","Thursday","7","0","81","12","31","8","16","8","8","3","18","2","2","1","4","5","40",".387",".500","1.000",".579","21.6","109","108","11.6","5.7","2.6","0.3","anderju01",NA
"90","Friday","17","2","275","33","82","12","36","26","30","13","49","10","8","15","10","18","104",".402",".333",".867",".546","18.0","107","108","16.2","6.1","2.9","0.6","anderju01",NA
"91","Saturday","8","1","86","10","31","7","20","5","11","1","12","0","3","2","6","8","32",".323",".350",".455",".446","23.2","71","104","10.8","4.0","1.5","0.0","anderju01",NA
"92","Starter","11","11","286","30","72","7","30","21","28","13","65","20","8","10","7","20","88",".417",".233",".750",".522","15.2","110","102","26.0","8.0","5.9","1.8","anderju01",NA
"93","Reserve","88","0","1017","143","358","50","165","90","111","41","203","37","37","31","53","85","426",".399",".303",".811",".524","21.1","97","108","11.6","4.8","2.3","0.4","anderju01",NA
"94","40+","1","1","41","6","19","0","5","4","7","3","8","7","0","0","0","4","16",".316",".000",".571",".362","24.6","99","133","41.0","16.0","8.0","7.0","anderju01",NA
"95","30-39","4","3","133","9","28","4","15","14","14","3","28","8","3","6","6","6","36",".321",".267","1.000",".527","14.8","102","98","33.2","9.0","7.0","2.0","anderju01",NA
"96","20-29","19","5","439","56","136","16","59","30","39","21","95","25","16","17","14","37","158",".412",".271",".769",".516","18.0","105","105","23.1","8.3","5.0","1.3","anderju01",NA
"97","10-19","35","2","515","83","190","31","87","45","55","26","107","14","23","14","30","41","242",".437",".356",".818",".565","22.2","102","108","14.7","6.9","3.1","0.4","anderju01",NA
"98","0-9","40","0","176","19","57","6","29","18","24","1","30","3","3","4","10","17","62",".333",".207",".750",".459","19.9","74","105","4.4","1.6","0.8","0.1","anderju01",NA
"99","0 Days","19","3","281","45","105","15","49","23","30","13","57","16","7","11","9","24","128",".429",".306",".767",".541","20.8","108","113","14.8","6.7","3.0","0.8","anderju01",NA
"100","1 Day","45","7","695","87","208","27","79","67","80","30","148","25","26","23","31","46","268",".418",".342",".838",".551","18.7","105","104","15.5","6.0","3.3","0.6","anderju01",NA
"101","2 Days","14","1","157","22","53","7","31","10","15","7","29","6","5","2","13","14","61",".415",".226",".667",".512","22.4","86","110","11.2","4.4","2.1","0.4","anderju01",NA
"102","3+ Days","19","0","148","15","53","7","29","11","14","3","28","8","7","4","7","17","48",".283",".241",".786",".406","20.2","72","101","7.8","2.5","1.5","0.4","anderju01",NA
"103","Eastern","32","3","368","40","117","13","48","24","32","13","74","13","17","14","10","36","117",".342",".271",".750",".446","17.8","88","100","11.5","3.7","2.3","0.4","anderju01",NA
"104","Western","67","8","936","133","313","44","147","87","107","41","194","44","28","27","50","69","397",".425",".299",".813",".551","20.6","103","109","14.0","5.9","2.9","0.7","anderju01",NA
"105","Atlantic","9","1","119","13","33","1","10","7","9","6","28","6","8","3","3","13","34",".394",".100",".778",".460","15.7","96","95","13.2","3.8","3.1","0.7","anderju01",NA
"106","Central","10","2","127","15","48","5","22","8","12","5","26","5","4","5","2","8","43",".313",".227",".667",".404","20.1","85","104","12.7","4.3","2.6","0.5","anderju01",NA
"107","Northwest","21","2","267","37","81","12","42","18","21","15","54","10","7","7","10","24","104",".457",".286",".857",".576","18.1","111","108","12.7","5.0","2.6","0.5","anderju01",NA
"108","Pacific","24","2","306","48","120","12","44","33","41","14","65","18","11","9","15","28","141",".400",".273",".805",".511","22.4","101","113","12.8","5.9","2.7","0.8","anderju01",NA
"109","Southeast","13","0","122","12","36","7","16","9","11","2","20","2","5","6","5","15","40",".333",".438",".818",".490","17.4","84","103","9.4","3.1","1.5","0.2","anderju01",NA
"110","Southwest","22","4","363","48","112","20","61","36","45","12","75","16","10","11","25","17","152",".429",".328",".800",".577","20.8","101","106","16.5","6.9","3.4","0.7","anderju01",NA
"111","Atlanta","2","0","10","1","2","1","2","2","2","0","2","1","1","1","0","2","5",".500",".500","1.000",".868","12.7","131","97","5.2","2.5","1.0","0.5","anderju01",NA
"112","Boston","1","0","21","2","3","0","0","0","0","1","3","1","1","1","1","1","4",".667",NA,NA,".667","9.3","110","99","21.4","4.0","3.0","1.0","anderju01",NA
"113","Charlotte","4","0","47","6","16","4","8","5","6","2","8","1","2","1","3","5","21",".375",".500",".833",".563","21.1","97","106","11.7","5.3","2.0","0.3","anderju01",NA
"114","Chicago","1","0","10","1","3","1","1","2","4","1","3","0","1","1","0","0","5",".333","1.000",".500",".525","20.9","120","80","10.4","5.0","3.0","0.0","anderju01",NA
"115","Cleveland","3","0","32","5","12","1","4","3","4","2","4","1","2","2","1","3","14",".417",".250",".750",".509","21.4","98","114","10.6","4.7","1.3","0.3","anderju01",NA
"116","Denver","4","1","72","11","21","2","10","3","5","3","13","4","1","3","3","5","27",".524",".200",".600",".582","18.5","111","108","17.9","6.8","3.3","1.0","anderju01",NA
"117","Detroit","2","1","46","4","14","2","6","3","4","1","12","2","0","1","1","3","13",".286",".333",".750",".412","17.8","84","101","22.9","6.5","6.0","1.0","anderju01",NA
"118","Golden State","6","1","111","15","43","2","13","7","11","8","20","11","2","6","1","8","39",".349",".154",".636",".408","19.5","101","124","18.5","6.5","3.3","1.8","anderju01",NA
"119","Houston","7","2","106","14","38","7","24","9","13","5","22","4","5","4","8","7","44",".368",".292",".692",".503","23.2","92","109","15.1","6.3","3.1","0.6","anderju01",NA
"120","Indiana","2","0","25","3","14","1","9","0","0","1","5","2","0","1","0","2","7",".214",".111",NA,".250","24.1","64","115","12.5","3.5","2.5","1.0","anderju01",NA
"121","LA Clippers","6","1","84","13","28","5","13","8","11","0","21","3","3","2","6","12","39",".464",".385",".727",".594","20.4","92","106","14.1","6.5","3.5","0.5","anderju01",NA
"122","LA Lakers","5","0","61","11","24","5","9","8","8","3","14","2","4","1","3","4","35",".458",".556","1.000",".636","23.3","124","94","12.3","7.0","2.8","0.4","anderju01",NA
"123","Memphis","4","1","87","9","23","4","13","12","14","2","21","2","2","4","7","2","34",".391",".308",".857",".583","20.3","96","97","21.8","8.5","5.3","0.5","anderju01",NA
"124","Miami","2","0","26","2","7","1","2","0","0","0","7","0","1","2","0","3","5",".286",".500",NA,".357","12.9","72","93","13.1","2.5","3.5","0.0","anderju01",NA
"125","Milwaukee","2","1","14","2","5","0","2","0","0","0","2","0","1","0","0","0","4",".400",".000",NA,".400","17.4","82","78","7.0","2.0","1.0","0.0","anderju01",NA
"126","Minnesota","5","1","47","7","11","2","4","7","7","3","12","1","1","1","2","2","23",".636",".500","1.000",".817","16.1","141","95","9.3","4.6","2.4","0.2","anderju01",NA
"127","New Jersey","1","0","11","1","1","0","0","0","0","0","3","1","1","1","1","0","2","1.000",NA,NA,"1.000","8.5","97","76","11.5","2.0","3.0","1.0","anderju01",NA
"128","New Orleans","5","0","73","14","22","5","8","6","7","2","16","5","1","1","4","0","39",".636",".625",".857",".778","18.9","132","106","14.6","7.8","3.2","1.0","anderju01",NA
"129","New York","3","1","72","6","23","1","10","5","7","5","19","4","6","1","1","9","18",".261",".100",".714",".345","17.9","82","94","23.9","6.0","6.3","1.3","anderju01",NA
"130","Oklahoma City","3","0","52","8","22","4","14","4","4","1","10","4","3","1","1","7","24",".364",".286","1.000",".505","21.6","104","108","17.5","8.0","3.3","1.3","anderju01",NA
"131","Orlando","3","0","29","3","11","1","4","2","3","0","0","0","1","2","1","3","9",".273",".250",".667",".365","21.7","64","104","9.6","3.0","0.0","0.0","anderju01",NA
"132","Philadelphia","2","0","8","1","2","0","0","2","2","0","2","0","0","0","0","1","4",".500",NA,"1.000",".694","15.3","158","105","4.1","2.0","1.0","0.0","anderju01",NA
"133","Phoenix","3","0","9","1","3","0","2","0","0","0","3","0","0","0","1","2","2",".333",".000",NA,".333","19.7","43","93","3.1","0.7","1.0","0.0","anderju01",NA
"134","Portland","4","0","32","3","8","0","3","0","0","1","4","0","0","1","1","2","6",".375",".000",NA,".375","12.4","71","113","8.1","1.5","1.0","0.0","anderju01",NA
"135","Sacramento","4","0","40","8","22","0","7","10","11","3","7","2","2","0","4","2","26",".364",".000",".909",".484","33.8","96","126","10.1","6.5","1.8","0.5","anderju01",NA
"136","San Antonio","6","1","97","11","29","4","16","9","11","3","16","5","2","2","6","8","35",".379",".250",".818",".517","20.0","94","112","16.1","5.8","2.7","0.8","anderju01",NA
