"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"5588","Washington","2","0","52","8","20","3","11","3","5","1","16","2","1","0","6","4","22",".400",".273",".600",".495","24.4","80","105","26.0","11.0","8.0","1.0","saricda01",NA
"5589","Total","741","505","18975","3669","7437","92","268","1451","1959","1333","4933","1190","473","224","1120","2031","8881",".493",".343",".741",".535","22.5","106","106","25.6","12.0","6.7","1.6","scolalu01",NA
"5590","Home","366","253","9341","1797","3657","36","126","740","1008","687","2488","607","253","105","552","1000","4370",".491",".286",".734",".533","22.6","106","103","25.5","11.9","6.8","1.7","scolalu01",NA
"5591","Road","375","252","9634","1872","3780","56","142","711","951","646","2445","583","220","119","568","1031","4511",".495",".394",".748",".537","22.4","105","108","25.7","12.0","6.5","1.6","scolalu01",NA
"5592","Pre","491","314","12200","2377","4867","65","184","870","1199","854","3152","749","303","155","732","1297","5689",".488",".353",".726",".527","22.7","104","105","24.8","11.6","6.4","1.5","scolalu01",NA
"5593","Post","250","191","6775","1292","2570","27","84","581","760","479","1781","441","170","69","388","734","3192",".503",".321",".764",".550","22.1","109","106","27.1","12.8","7.1","1.8","scolalu01",NA
"5594","Win","397","277","10038","1986","3920","53","144","737","1003","738","2722","636","268","120","618","1041","4762",".507",".368",".735",".546","22.7","108","100","25.3","12.0","6.9","1.6","scolalu01",NA
"5595","Loss","344","228","8937","1683","3517","39","124","714","956","595","2211","554","205","104","502","990","4119",".479",".315",".747",".523","22.3","103","112","26.0","12.0","6.4","1.6","scolalu01",NA
"5596","October","20","13","464","91","174","6","14","25","36","44","147","24","16","8","38","50","213",".523",".429",".694",".561","21.2","103","103","23.2","10.7","7.4","1.2","scolalu01",NA
"5597","November","133","83","3239","617","1247","17","52","219","315","222","869","178","94","43","189","348","1470",".495",".327",".695",".530","21.8","104","104","24.4","11.1","6.5","1.3","scolalu01",NA
"5598","December","134","76","3261","655","1317","15","45","215","290","228","850","208","79","44","178","364","1540",".497",".333",".741",".533","22.8","106","105","24.3","11.5","6.3","1.6","scolalu01",NA
"5599","January","143","93","3684","712","1493","20","58","303","420","255","904","236","81","38","225","377","1747",".477",".345",".721",".521","23.4","104","107","25.8","12.2","6.3","1.7","scolalu01",NA
"5600","February","107","86","2688","509","1046","8","33","215","274","181","691","180","69","29","180","295","1241",".487",".242",".785",".532","22.7","104","105","25.1","11.6","6.5","1.7","scolalu01",NA
"5601","March","134","97","3640","704","1398","24","52","288","381","249","952","218","78","41","187","393","1720",".504",".462",".756",".549","22.0","109","107","27.2","12.8","7.1","1.6","scolalu01",NA
"5602","April","70","57","1998","381","762","2","14","186","243","154","520","146","56","21","123","204","950",".500",".143",".765",".547","22.5","109","106","28.5","13.6","7.4","2.1","scolalu01",NA
"5603","Sunday","94","64","2341","460","939","15","44","218","297","143","588","142","60","21","132","262","1153",".490",".341",".734",".539","23.3","107","107","24.9","12.3","6.3","1.5","scolalu01",NA
"5604","Monday","92","63","2385","434","930","7","29","184","248","159","633","182","55","26","137","252","1059",".467",".241",".742",".510","22.4","103","107","25.9","11.5","6.9","2.0","scolalu01",NA
"5605","Tuesday","98","67","2584","507","976","9","35","187","261","198","687","157","68","28","169","275","1210",".519",".257",".716",".555","22.0","107","104","26.4","12.3","7.0","1.6","scolalu01",NA
"5606","Wednesday","160","115","4118","799","1662","13","46","309","412","274","1086","267","95","51","236","447","1920",".481",".283",".750",".521","22.8","104","106","25.7","12.0","6.8","1.7","scolalu01",NA
"5607","Thursday","42","30","1056","185","368","10","28","60","81","80","272","71","30","16","50","109","440",".503",".357",".741",".545","19.6","109","103","25.1","10.5","6.5","1.7","scolalu01",NA
"5608","Friday","138","89","3480","704","1397","25","57","250","339","252","868","199","95","48","215","377","1683",".504",".439",".737",".544","23.0","106","105","25.2","12.2","6.3","1.4","scolalu01",NA
"5609","Saturday","117","77","3011","580","1165","13","29","243","321","227","799","172","70","34","181","309","1416",".498",".448",".757",".542","22.4","107","107","25.7","12.1","6.8","1.5","scolalu01",NA
"5610","Starter","505","505","14729","2904","5822","71","198","1120","1492","996","3719","929","361","184","855","1509","6999",".499",".359",".751",".540","22.5","107","106","29.2","13.9","7.4","1.8","scolalu01",NA
"5611","Reserve","236","0","4246","765","1615","21","70","331","467","337","1214","261","112","40","265","522","1882",".474",".300",".709",".517","22.3","101","103","18.0","8.0","5.1","1.1","scolalu01",NA
"5612","40+","38","38","1626","327","630","0","3","150","186","113","416","111","26","18","108","140","804",".519",".000",".806",".565","22.9","110","106","42.8","21.2","10.9","2.9","scolalu01",NA
"5613","30-39","217","210","7405","1538","2987","13","39","611","806","512","1929","480","194","89","395","728","3700",".515",".333",".758",".554","22.9","111","107","34.1","17.1","8.9","2.2","scolalu01",NA
"5614","20-29","264","197","6497","1233","2515","53","129","449","624","450","1648","395","155","71","390","721","2968",".490",".411",".720",".532","22.1","105","105","24.6","11.2","6.2","1.5","scolalu01",NA
"5615","10-19","207","59","3347","557","1278","24","92","237","334","252","910","201","96","45","215","423","1375",".436",".261",".710",".482","22.3","95","103","16.2","6.6","4.4","1.0","scolalu01",NA
"5616","0-9","15","1","100","14","27","2","5","4","9","6","30","3","2","1","12","19","34",".519",".400",".444",".549","18.3","78","109","6.7","2.3","2.0","0.2","scolalu01",NA
"5617","0 Days","179","127","4650","942","1906","22","53","345","472","321","1186","294","111","49","248","492","2251",".494",".415",".731",".532","23.0","106","108","26.0","12.6","6.6","1.6","scolalu01",NA
"5618","1 Day","393","263","10099","1916","3919","45","141","805","1079","688","2580","631","259","117","596","1086","4682",".489",".319",".746",".533","22.4","106","105","25.7","11.9","6.6","1.6","scolalu01",NA
"5619","2 Days","104","74","2668","528","1043","6","29","181","254","219","755","164","62","38","178","260","1243",".506",".207",".713",".538","22.7","105","103","25.6","12.0","7.3","1.6","scolalu01",NA
"5620","3+ Days","55","34","1314","243","479","17","38","109","138","89","342","86","32","16","77","164","612",".507",".447",".790",".567","21.2","111","107","23.9","11.1","6.2","1.6","scolalu01",NA
"5621","Eastern","335","200","8141","1576","3181","54","163","595","821","587","2133","493","187","92","476","884","3801",".495",".331",".725",".537","22.5","106","105","24.3","11.3","6.4","1.5","scolalu01",NA
"5622","Western","406","305","10834","2093","4256","38","105","856","1138","746","2800","697","286","132","644","1147","5080",".492",".362",".752",".534","22.5","106","106","26.7","12.5","6.9","1.7","scolalu01",NA
"5623","Atlantic","109","60","2565","497","1012","19","54","207","284","175","681","160","64","26","155","286","1220",".491",".352",".729",".537","22.9","105","104","23.5","11.2","6.2","1.5","scolalu01",NA
"5624","Central","114","70","2901","578","1135","17","52","192","268","222","778","182","61","46","163","317","1365",".509",".327",".716",".545","22.3","108","106","25.4","12.0","6.8","1.6","scolalu01",NA
"5625","Northwest","140","110","3790","730","1513","6","31","298","404","261","958","238","91","52","215","382","1764",".482",".194",".738",".522","22.8","105","107","27.1","12.6","6.8","1.7","scolalu01",NA
"5626","Pacific","138","102","3667","726","1445","13","29","301","405","272","999","260","96","44","218","390","1766",".502",".448",".743",".544","22.2","109","107","26.6","12.8","7.2","1.9","scolalu01",NA
"5627","Southeast","112","70","2675","501","1034","18","57","196","269","190","674","151","62","20","158","281","1216",".485",".316",".729",".528","22.3","104","104","23.9","10.9","6.0","1.3","scolalu01",NA
"5628","Southwest","128","93","3377","637","1298","19","45","257","329","213","843","199","99","36","211","375","1550",".491",".422",".781",".537","22.6","104","105","26.4","12.1","6.6","1.6","scolalu01",NA
"5629","Atlanta","22","14","515","96","190","2","12","42","62","46","158","27","16","1","38","52","236",".505",".167",".677",".543","22.6","103","105","23.4","10.7","7.2","1.2","scolalu01",NA
"5630","Boston","24","14","610","110","222","11","23","52","68","46","140","33","15","3","42","64","283",".495",".478",".765",".562","22.1","108","107","25.4","11.8","5.8","1.4","scolalu01",NA
"5631","CHA, CHO","22","14","553","90","200","1","12","41","57","39","149","34","12","5","32","51","222",".450",".083",".719",".493","21.2","100","99","25.1","10.1","6.8","1.5","scolalu01",NA
"5632","Chicago","24","15","677","150","280","2","7","52","69","51","182","44","15","18","32","84","354",".536",".286",".754",".570","22.8","114","105","28.2","14.8","7.6","1.8","scolalu01",NA
"5633","Cleveland","24","13","566","105","213","5","16","26","33","38","160","36","15","6","35","55","241",".493",".313",".788",".530","21.6","102","103","23.6","10.0","6.7","1.5","scolalu01",NA
"5634","Dallas","28","21","764","139","288","3","9","61","78","50","198","50","28","12","43","93","342",".483",".333",".782",".531","21.8","105","106","27.3","12.2","7.1","1.8","scolalu01",NA
"5635","Denver","28","23","781","143","305","1","5","63","85","66","221","54","11","10","46","71","350",".469",".200",".741",".511","21.8","104","108","27.9","12.5","7.9","1.9","scolalu01",NA
"5636","Detroit","23","11","573","113","226","2","9","39","58","47","136","35","9","5","41","66","267",".500",".222",".672",".531","24.1","104","110","24.9","11.6","5.9","1.5","scolalu01",NA
"5637","Golden State","29","22","759","157","311","2","5","74","104","62","224","53","20","15","47","84","390",".505",".400",".712",".547","23.0","111","110","26.2","13.4","7.7","1.8","scolalu01",NA
"5638","Houston","12","6","226","58","105","8","14","22","29","15","65","15","8","3","18","25","146",".552",".571",".759",".620","25.9","112","110","18.9","12.2","5.4","1.3","scolalu01",NA
"5639","Indiana","17","14","420","83","173","2","9","27","44","28","104","24","9","5","25","49","195",".480",".222",".614",".507","22.5","101","109","24.7","11.5","6.1","1.4","scolalu01",NA
"5640","LA Clippers","28","20","748","135","278","1","6","52","69","46","202","47","18","8","38","76","323",".486",".167",".754",".524","21.2","104","102","26.7","11.5","7.2","1.7","scolalu01",NA
"5641","LA Lakers","29","20","763","153","293","3","6","55","74","53","207","60","22","5","49","91","364",".522",".500",".743",".559","21.7","109","105","26.3","12.6","7.1","2.1","scolalu01",NA
"5642","Memphis","29","22","787","155","306","0","6","54","73","53","169","40","21","10","55","87","364",".507",".000",".740",".538","23.2","103","104","27.1","12.6","5.8","1.4","scolalu01",NA
"5643","Miami","23","15","548","115","228","4","10","44","56","38","124","30","12","5","29","66","278",".504",".400",".786",".550","23.8","109","111","23.8","12.1","5.4","1.3","scolalu01",NA
"5644","Milwaukee","26","17","666","127","243","6","11","48","64","58","196","43","13","12","30","63","308",".523",".545",".750",".568","20.5","115","103","25.6","11.8","7.5","1.7","scolalu01",NA
"5645","Minnesota","29","22","743","166","327","1","8","62","91","65","213","53","21","8","49","76","395",".508",".125",".681",".538","24.7","107","104","25.6","13.6","7.3","1.8","scolalu01",NA
"5646","NJN, BRK","20","12","481","96","186","0","4","39","58","35","130","35","7","9","30","53","231",".516",".000",".672",".546","22.7","109","106","24.1","11.6","6.5","1.8","scolalu01",NA
"5647","NOH, NOP","29","22","802","124","275","6","9","48","60","49","212","39","21","9","43","80","302",".451",".667",".800",".501","20.3","99","102","27.6","10.4","7.3","1.3","scolalu01",NA
"5648","New York","21","11","445","93","187","1","11","42","52","23","121","26","14","0","24","55","229",".497",".091",".808",".546","24.1","108","101","21.2","10.9","5.8","1.2","scolalu01",NA
"5649","SEA, OKC","29","23","748","158","349","0","3","55","77","39","163","34","19","9","37","67","371",".453",".000",".714",".484","25.4","99","110","25.8","12.8","5.6","1.2","scolalu01",NA
"5650","Orlando","22","12","485","98","215","10","15","31","43","31","109","36","15","3","20","46","237",".456",".667",".721",".507","23.8","105","106","22.0","10.8","5.0","1.6","scolalu01",NA
"5651","Philadelphia","23","13","562","119","230","6","12","45","69","36","143","37","21","5","31","64","289",".517",".500",".652",".555","23.2","109","102","24.4","12.6","6.2","1.6","scolalu01",NA
"5652","Phoenix","23","17","601","118","245","5","7","41","62","49","147","31","10","9","31","60","282",".482",".714",".661",".518","21.8","106","113","26.1","12.3","6.4","1.3","scolalu01",NA
"5653","Portland","27","19","681","113","224","2","9","35","46","34","149","41","20","8","41","81","263",".504",".222",".761",".538","19.7","102","104","25.2","9.7","5.5","1.5","scolalu01",NA
"5654","Sacramento","29","23","796","163","318","2","5","79","96","62","219","69","26","7","53","79","407",".513",".400",".823",".565","23.1","113","105","27.4","14.0","7.6","2.4","scolalu01",NA
"5655","San Antonio","30","22","798","161","324","2","7","72","89","46","199","55","21","2","52","90","396",".497",".286",".809",".545","24.0","106","108","26.6","13.2","6.6","1.8","scolalu01",NA
"5656","Toronto","21","10","467","79","187","1","4","29","37","35","147","29","7","9","28","50","188",".422",".250",".784",".462","22.6","93","104","22.2","9.0","7.0","1.4","scolalu01",NA
"5657","Utah","27","23","837","150","308","2","6","83","105","57","212","56","20","17","42","87","385",".487",".333",".790",".543","22.1","109","106","31.0","14.3","7.9","2.1","scolalu01",NA
"5658","Washington","23","15","575","102","201","1","8","38","51","36","134","24","7","6","39","66","243",".507",".125",".745",".544","20.4","101","98","25.0","10.6","5.8","1.0","scolalu01",NA
"5659","Total","277","7","4278","762","1653","194","576","264","336","207","831","255","88","31","188","348","1982",".461",".337",".786",".550","21.2","105","107","15.4","7.2","3.0","0.9","scottmi01",NA
"5660","Home","137","1","2033","357","762","84","256","133","172","96","392","126","52","15","102","154","931",".469",".328",".773",".556","21.3","103","105","14.8","6.8","2.9","0.9","scottmi01",NA
"5661","Road","140","6","2245","405","891","110","320","131","164","111","439","129","36","16","86","194","1051",".455",".344",".799",".546","21.1","106","110","16.0","7.5","3.1","0.9","scottmi01",NA
"5662","Pre","187","1","2671","475","1032","136","371","188","232","134","503","169","55","20","121","220","1274",".460",".367",".810",".562","21.5","106","107","14.3","6.8","2.7","0.9","scottmi01",NA
"5663","Post","90","6","1607","287","621","58","205","76","104","73","328","86","33","11","67","128","708",".462",".283",".731",".531","20.8","102","107","17.9","7.9","3.6","1.0","scottmi01",NA
"5664","Win","159","2","2324","432","897","106","305","148","189","111","444","166","59","16","104","198","1118",".482",".348",".783",".570","21.4","109","102","14.6","7.0","2.8","1.0","scottmi01",NA
"5665","Loss","118","5","1954","330","756","88","271","116","147","96","387","89","29","15","84","150","864",".437",".325",".789",".526","21.0","100","114","16.6","7.3","3.3","0.8","scottmi01",NA
"5666","October","5","0","58","11","23","4","9","0","0","1","10","5","0","0","3","13","26",".478",".444",NA,".565","20.5","92","113","11.5","5.2","2.0","1.0","scottmi01",NA
"5667","November","50","0","616","117","263","28","88","54","68","31","119","31","9","5","35","59","316",".445",".318",".794",".539","24.3","100","108","12.3","6.3","2.4","0.6","scottmi01",NA
"5668","December","50","1","693","118","244","34","94","50","61","25","115","49","15","6","29","48","320",".484",".362",".820",".591","19.8","111","108","13.9","6.4","2.3","1.0","scottmi01",NA
"5669","January","60","0","941","171","367","46","132","64","81","52","183","59","23","7","39","74","452",".466",".348",".790",".561","21.4","108","106","15.7","7.5","3.1","1.0","scottmi01",NA
"5670","February","40","0","718","116","261","41","98","27","32","40","157","43","12","4","30","51","300",".444",".418",".844",".545","19.3","105","108","18.0","7.5","3.9","1.1","scottmi01",NA
"5671","March","46","3","720","118","266","25","99","37","53","27","133","41","17","7","34","59","298",".444",".253",".698",".515","20.3","97","109","15.7","6.5","2.9","0.9","scottmi01",NA
"5672","April","26","3","531","111","229","16","56","32","41","31","114","27","12","2","18","44","270",".485",".286",".780",".546","23.0","108","105","20.4","10.4","4.4","1.0","scottmi01",NA
"5673","Sunday","21","1","367","60","147","22","58","15","24","12","64","18","10","2","15","26","157",".408",".379",".625",".498","21.4","95","107","17.5","7.5","3.0","0.9","scottmi01",NA
"5674","Monday","45","1","677","123","260","26","90","38","48","29","128","38","18","6","28","58","310",".473",".289",".792",".551","21.2","105","109","15.1","6.9","2.8","0.8","scottmi01",NA
"5675","Tuesday","32","1","532","92","210","26","74","36","44","27","121","20","12","4","23","42","246",".438",".351",".818",".536","21.3","104","106","16.6","7.7","3.8","0.6","scottmi01",NA
"5676","Wednesday","58","4","948","169","353","42","105","52","64","60","195","53","6","6","43","72","432",".479",".400",".813",".567","20.5","107","110","16.4","7.4","3.4","0.9","scottmi01",NA
"5677","Thursday","12","0","178","24","64","6","31","11","14","9","35","12","3","3","5","19","65",".375",".194",".786",".463","19.2","98","110","14.8","5.4","2.9","1.0","scottmi01",NA
"5678","Friday","58","0","805","153","319","30","107","53","69","38","146","61","18","5","34","62","389",".480",".280",".768",".557","21.6","107","106","13.9","6.7","2.5","1.1","scottmi01",NA
"5679","Saturday","51","0","771","141","300","42","111","59","73","32","142","53","21","5","40","69","383",".470",".378",".808",".577","22.1","105","104","15.1","7.5","2.8","1.0","scottmi01",NA
"5680","Starter","7","7","231","46","105","7","25","8","12","11","46","10","4","1","9","15","107",".438",".280",".667",".485","23.6","95","111","33.0","15.3","6.6","1.4","scottmi01",NA
"5681","Reserve","270","0","4047","716","1548","187","551","256","324","196","785","245","84","30","179","333","1875",".463",".339",".790",".555","21.1","105","107","15.0","6.9","2.9","0.9","scottmi01",NA
"5682","30-39","10","5","337","75","158","13","40","18","26","17","69","16","7","1","15","28","181",".475",".325",".692",".534","25.1","103","112","33.7","18.1","6.9","1.6","scottmi01",NA
"5683","20-29","59","2","1383","274","542","82","204","94","118","70","279","85","32","9","55","82","724",".506",".402",".797",".610","21.3","116","108","23.4","12.3","4.7","1.4","scottmi01",NA
"5684","10-19","151","0","2235","380","852","97","313","136","170","99","408","141","42","20","95","195","993",".446",".310",".800",".536","20.9","102","107","14.8","6.6","2.7","0.9","scottmi01",NA
"5685","0-9","57","0","324","33","101","2","19","16","22","21","75","13","7","1","23","43","84",".327",".105",".727",".379","18.9","74","106","5.7","1.5","1.3","0.2","scottmi01",NA
"5686","0 Days","65","1","1090","180","431","48","148","69","88","49","196","63","23","6","56","92","477",".418",".324",".784",".508","22.2","96","108","16.8","7.3","3.0","1.0","scottmi01",NA
"5687","1 Day","125","4","1984","368","758","96","269","118","154","96","387","121","40","16","78","154","950",".485",".357",".766",".575","20.8","109","106","15.9","7.6","3.1","1.0","scottmi01",NA
"5688","2 Days","40","1","591","99","217","25","82","30","37","18","99","36","11","5","31","51","253",".456",".305",".811",".542","20.5","99","107","14.8","6.3","2.5","0.9","scottmi01",NA
"5689","3+ Days","42","1","573","105","228","21","68","47","57","43","141","34","14","4","18","42","278",".461",".309",".825",".549","21.1","112","110","13.6","6.6","3.4","0.8","scottmi01",NA
"5690","Eastern","180","4","2858","527","1124","130","382","173","210","145","589","170","54","21","122","238","1357",".469",".340",".824",".558","21.4","106","106","15.9","7.5","3.3","0.9","scottmi01",NA
"5691","Western","97","3","1420","235","529","64","194","91","126","62","242","85","34","10","66","110","625",".444",".330",".722",".535","20.8","101","109","14.6","6.4","2.5","0.9","scottmi01",NA
"5692","Atlantic","68","2","1056","203","432","45","126","63","75","65","236","62","16","5","37","83","514",".470",".357",".840",".553","21.6","109","108","15.5","7.6","3.5","0.9","scottmi01",NA
"5693","Central","62","1","967","165","356","42","136","53","63","41","173","65","25","9","47","82","425",".463",".309",".841",".554","20.5","104","106","15.6","6.9","2.8","1.0","scottmi01",NA
"5694","Northwest","32","2","488","74","166","18","57","33","47","31","89","29","12","3","21","32","199",".446",".316",".702",".533","19.1","105","109","15.3","6.2","2.8","0.9","scottmi01",NA
"5695","Pacific","33","1","470","81","185","23","68","34","44","16","80","27","12","6","26","41","219",".438",".338",".773",".536","22.2","98","108","14.2","6.6","2.4","0.8","scottmi01",NA
"5696","Southeast","50","1","835","159","336","43","120","57","72","39","180","43","13","7","38","73","418",".473",".358",".792",".568","22.3","105","105","16.7","8.4","3.6","0.9","scottmi01",NA
"5697","Southwest","32","0","462","80","178","23","69","24","35","15","73","29","10","1","19","37","207",".449",".333",".686",".535","21.0","101","111","14.4","6.5","2.3","0.9","scottmi01",NA
"5698","Boston","13","1","206","38","74","8","20","10","12","5","30","10","2","2","7","20","94",".514",".400",".833",".593","19.0","108","109","15.9","7.2","2.3","0.8","scottmi01",NA
"5699","CHA, CHO","13","1","235","41","98","11","40","14","19","7","47","14","3","1","10","26","107",".418",".275",".737",".503","23.8","93","101","18.1","8.2","3.6","1.1","scottmi01",NA
"5700","Chicago","14","0","224","35","77","13","31","9","10","14","38","24","11","3","14","20","92",".455",".419",".900",".565","19.5","107","105","16.0","6.6","2.7","1.7","scottmi01",NA
"5701","Cleveland","12","0","149","32","53","5","14","7","8","4","18","8","5","1","5","11","76",".604",".357",".875",".672","19.2","123","111","12.5","6.3","1.5","0.7","scottmi01",NA
"5702","Dallas","6","0","57","7","15","2","6","0","2","0","9","5","1","0","2","11","16",".467",".333",".000",".504","14.3","98","107","9.5","2.7","1.5","0.8","scottmi01",NA
"5703","Denver","7","0","101","11","28","2","11","9","13","4","18","9","5","0","2","10","33",".393",".182",".692",".489","15.7","109","105","14.4","4.7","2.6","1.3","scottmi01",NA
