"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"3683","Cleveland","10","3","136","26","52","5","10","12","13","8","33","7","5","2","3","10","69",".500",".500",".923",".598","20.1","123","106","13.6","6.9","3.3","0.7","leuerjo01",NA
"3684","Dallas","10","2","164","27","52","6","10","11","13","9","36","11","3","2","5","16","71",".519",".600",".846",".615","17.0","125","111","16.4","7.1","3.6","1.1","leuerjo01",NA
"3685","Denver","12","4","234","54","93","5","14","14","16","13","60","13","8","3","5","26","127",".581",".357",".875",".635","19.7","129","102","19.5","10.6","5.0","1.1","leuerjo01",NA
"3686","Detroit","8","2","132","27","46","5","7","12","15","14","30","13","3","5","4","12","71",".587",".714",".800",".675","19.2","140","107","16.5","8.9","3.8","1.6","leuerjo01",NA
"3687","Golden State","11","2","160","22","46","1","9","7","9","9","40","6","8","0","9","16","52",".478",".111",".778",".520","16.1","96","114","14.5","4.7","3.6","0.5","leuerjo01",NA
"3688","Houston","10","2","157","25","61","1","6","17","20","12","36","7","2","4","10","16","68",".410",".167",".850",".487","22.0","99","110","15.7","6.8","3.6","0.7","leuerjo01",NA
"3689","Indiana","4","2","61","10","19","0","5","2","2","3","13","3","1","0","5","5","22",".526",".000","1.000",".553","17.1","97","125","15.3","5.5","3.3","0.8","leuerjo01",NA
"3690","LA Clippers","11","1","227","41","88","5","16","8","9","26","81","20","5","5","9","25","95",".466",".313",".889",".517","19.5","110","105","20.6","8.6","7.4","1.8","leuerjo01",NA
"3691","LA Lakers","11","4","179","27","51","6","14","7","8","10","40","8","4","4","10","15","67",".529",".429",".875",".614","15.6","113","107","16.3","6.1","3.6","0.7","leuerjo01",NA
"3692","Memphis","5","1","125","17","44","5","12","14","19","5","34","7","1","7","9","16","53",".386",".417",".737",".506","21.8","97","103","25.0","10.6","6.8","1.4","leuerjo01",NA
"3693","Miami","10","5","174","25","54","5","12","6","11","12","39","9","4","3","8","18","61",".463",".417",".545",".518","18.1","105","109","17.4","6.1","3.9","0.9","leuerjo01",NA
"3694","Milwaukee","6","2","122","16","35","2","5","4","6","8","28","7","1","2","3","11","38",".457",".400",".667",".505","15.0","109","108","20.3","6.3","4.7","1.2","leuerjo01",NA
"3695","Minnesota","14","1","197","35","66","1","12","14","18","10","44","7","8","4","7","24","85",".530",".083",".778",".575","18.3","114","105","14.1","6.1","3.1","0.5","leuerjo01",NA
"3696","NJN, BRK","12","1","160","24","49","6","12","4","7","11","31","4","3","1","6","14","58",".490",".500",".571",".557","15.9","109","112","13.3","4.8","2.6","0.3","leuerjo01",NA
"3697","NOH, NOP","14","1","178","34","66","5","12","8","10","13","58","6","3","2","5","10","81",".515",".417",".800",".575","19.0","117","106","12.7","5.8","4.1","0.4","leuerjo01",NA
"3698","New York","8","1","118","14","35","2","7","2","3","8","38","11","3","1","8","5","32",".400",".286",".667",".441","17.2","91","101","14.8","4.0","4.8","1.4","leuerjo01",NA
"3699","Oklahoma City","10","0","157","23","58","3","10","8","12","4","29","8","4","4","4","17","57",".397",".300",".667",".450","19.3","94","106","15.7","5.7","2.9","0.8","leuerjo01",NA
"3700","Orlando","11","3","183","33","68","3","11","8","13","10","46","9","4","5","7","16","77",".485",".273",".615",".522","19.7","106","99","16.6","7.0","4.2","0.8","leuerjo01",NA
"3701","Philadelphia","8","3","140","21","44","3","7","4","5","9","31","6","3","4","9","18","49",".477",".429",".800",".530","17.7","96","101","17.4","6.1","3.9","0.8","leuerjo01",NA
"3702","Phoenix","10","0","145","24","57","3","10","10","13","14","51","5","1","3","7","9","61",".421",".300",".769",".486","21.4","102","105","14.5","6.1","5.1","0.5","leuerjo01",NA
"3703","Portland","12","2","112","15","32","4","5","1","2","4","32","5","1","0","4","11","35",".469",".800",".500",".532","14.9","99","102","9.3","2.9","2.7","0.4","leuerjo01",NA
"3704","Sacramento","10","3","172","32","61","6","11","9","15","6","36","8","3","3","14","25","79",".525",".545",".600",".584","20.4","99","110","17.2","7.9","3.6","0.8","leuerjo01",NA
"3705","San Antonio","10","2","170","25","51","2","10","8","8","6","43","7","5","5","10","17","60",".490",".200","1.000",".550","17.6","98","108","17.0","6.0","4.3","0.7","leuerjo01",NA
"3706","Toronto","8","0","79","11","29","3","6","7","9","2","18","3","3","2","2","6","32",".379",".500",".778",".485","20.0","99","106","9.9","4.0","2.3","0.4","leuerjo01",NA
"3707","Utah","12","1","133","17","48","2","7","5","9","5","36","4","3","2","5","11","41",".354",".286",".556",".395","20.2","77","105","11.1","3.4","3.0","0.3","leuerjo01",NA
"3708","Washington","8","1","136","26","42","3","7","2","4","10","27","10","6","2","6","11","57",".619",".429",".500",".651","15.9","125","113","17.0","7.1","3.4","1.3","leuerjo01",NA
"3709","Total","557","475","18179","3401","7681","847","2326","2616","3197","1738","6398","1329","385","268","1101","1186","10265",".443",".364",".818",".565","24.7","115","106","32.6","18.4","11.5","2.4","loveke01",NA
"3710","Home","276","235","9020","1722","3786","435","1172","1308","1591","876","3193","708","213","148","552","578","5187",".455",".371",".822",".578","24.6","118","104","32.7","18.8","11.6","2.6","loveke01",NA
"3711","Road","281","240","9159","1679","3895","412","1154","1308","1606","862","3205","621","172","120","549","608","5078",".431",".357",".814",".552","24.8","113","108","32.6","18.1","11.4","2.2","loveke01",NA
"3712","Pre","384","329","12699","2325","5288","578","1604","1840","2242","1265","4567","898","283","178","767","826","7068",".440",".360",".821",".563","24.3","116","105","33.1","18.4","11.9","2.3","loveke01",NA
"3713","Post","173","146","5479","1076","2393","269","722","776","955","473","1831","431","102","90","334","360","3197",".450",".373",".813",".568","25.6","115","108","31.7","18.5","10.6","2.5","loveke01",NA
"3714","Win","257","233","8454","1647","3563","505","1265","1255","1533","679","2950","662","197","142","502","498","5054",".462",".399",".819",".596","25.0","121","100","32.9","19.7","11.5","2.6","loveke01",NA
"3715","Loss","300","242","9724","1754","4118","342","1061","1361","1664","1059","3448","667","188","126","599","688","5211",".426",".322",".818",".537","24.4","111","111","32.4","17.4","11.5","2.2","loveke01",NA
"3716","October","13","12","404","74","189","21","64","70","80","46","157","31","10","9","24","31","239",".392",".328",".875",".533","26.2","114","96","31.1","18.4","12.1","2.4","loveke01",NA
"3717","November","91","81","2985","567","1279","152","416","435","527","292","1046","204","67","43","190","214","1721",".443",".365",".825",".570","24.8","115","105","32.8","18.9","11.5","2.2","loveke01",NA
"3718","December","114","95","3764","674","1539","175","467","504","627","377","1367","288","87","44","232","224","2027",".438",".375",".804",".558","23.9","115","106","33.0","17.8","12.0","2.5","loveke01",NA
"3719","January","121","102","4002","745","1675","176","498","571","706","409","1441","277","89","60","235","260","2237",".445",".353",".809",".563","24.6","116","105","33.1","18.5","11.9","2.3","loveke01",NA
"3720","February","81","67","2657","480","1057","106","292","434","514","233","935","186","53","34","140","178","1500",".454",".363",".844",".584","23.5","120","105","32.8","18.5","11.5","2.3","loveke01",NA
"3721","March","99","86","3211","643","1422","156","410","440","550","283","1080","245","61","61","196","200","1882",".452",".380",".800",".566","25.7","115","109","32.4","19.0","10.9","2.5","loveke01",NA
"3722","April","38","32","1156","218","520","61","179","162","193","98","372","98","18","17","84","79","659",".419",".341",".839",".545","27.0","109","110","30.4","17.3","9.8","2.6","loveke01",NA
"3723","Sunday","66","55","2106","417","907","104","279","298","366","199","729","157","43","35","122","135","1236",".460",".373",".814",".579","24.8","118","106","31.9","18.7","11.0","2.4","loveke01",NA
"3724","Monday","77","69","2617","488","1113","130","360","401","479","237","883","183","63","25","168","170","1507",".438",".361",".837",".569","25.1","115","108","34.0","19.6","11.5","2.4","loveke01",NA
"3725","Tuesday","71","58","2256","385","926","101","282","318","389","222","807","171","44","40","135","141","1189",".416",".358",".817",".542","24.1","112","106","31.8","16.7","11.4","2.4","loveke01",NA
"3726","Wednesday","122","100","3954","758","1699","163","476","592","735","408","1451","317","84","65","252","272","2271",".446",".342",".805",".561","25.4","115","106","32.4","18.6","11.9","2.6","loveke01",NA
"3727","Thursday","24","24","823","147","342","58","145","105","125","50","259","58","12","10","51","45","457",".430",".400",".840",".576","24.3","114","108","34.3","19.0","10.8","2.4","loveke01",NA
"3728","Friday","121","105","3979","723","1642","171","479","557","678","396","1411","279","89","59","221","267","2174",".440",".357",".822",".560","23.8","116","105","32.9","18.0","11.7","2.3","loveke01",NA
"3729","Saturday","76","64","2444","483","1052","120","305","345","425","226","858","164","50","34","152","156","1431",".459",".393",".812",".577","25.1","116","106","32.2","18.8","11.3","2.2","loveke01",NA
"3730","Starter","475","475","16174","3083","6980","820","2241","2360","2877","1476","5645","1205","339","223","950","995","9346",".442",".366",".820",".567","25.0","116","106","34.1","19.7","11.9","2.5","loveke01",NA
"3731","Reserve","82","0","2004","318","701","27","85","256","320","262","753","124","46","45","151","191","919",".454",".318",".800",".546","21.9","109","108","24.4","11.2","9.2","1.5","loveke01",NA
"3732","40+","73","73","3088","654","1401","152","409","541","653","292","1116","214","57","39","183","173","2001",".467",".372",".828",".593","26.5","121","105","42.3","27.4","15.3","2.9","loveke01",NA
"3733","30-39","310","295","10848","2041","4616","555","1515","1533","1874","1004","3752","826","225","157","642","665","6170",".442",".366",".818",".567","24.7","116","107","35.0","19.9","12.1","2.7","loveke01",NA
"3734","20-29","146","96","3786","648","1491","123","361","499","616","396","1384","258","93","59","244","296","1918",".435",".341",".810",".544","23.5","111","104","25.9","13.1","9.5","1.8","loveke01",NA
"3735","10-19","25","10","434","58","166","17","41","40","50","41","136","30","10","13","28","49","173",".349",".415",".800",".460","22.7","94","110","17.3","6.9","5.4","1.2","loveke01",NA
"3736","0-9","3","1","23","0","7","0","0","3","4","5","10","1","0","0","4","3","3",".000",NA,".750",".171","25.1","56","114","7.7","1.0","3.3","0.3","loveke01",NA
"3737","0 Days","129","106","4160","768","1785","182","519","598","738","409","1490","266","85","49","282","282","2316",".430",".351",".810",".549","25.3","111","107","32.2","18.0","11.6","2.1","loveke01",NA
"3738","1 Day","282","252","9420","1797","3991","456","1204","1311","1583","914","3305","705","190","146","514","597","5361",".450",".379",".828",".572","24.4","118","106","33.4","19.0","11.7","2.5","loveke01",NA
"3739","2 Days","93","71","2929","549","1217","123","361","424","537","254","988","207","77","49","186","200","1645",".451",".341",".790",".566","24.7","114","106","31.5","17.7","10.6","2.2","loveke01",NA
"3740","3+ Days","44","39","1389","231","558","68","197","232","270","128","508","123","24","19","99","83","762",".414",".345",".859",".563","24.6","114","104","31.6","17.3","11.5","2.8","loveke01",NA
"3741","Eastern","253","220","8140","1500","3394","401","1112","1139","1399","730","2827","555","183","120","484","524","4540",".442",".361",".814",".566","24.5","115","104","32.2","17.9","11.2","2.2","loveke01",NA
"3742","Western","304","255","10038","1901","4287","446","1214","1477","1798","1008","3571","774","202","148","617","662","5725",".443",".367",".821",".564","24.8","116","108","33.0","18.8","11.7","2.5","loveke01",NA
"3743","Atlantic","89","79","2882","491","1182","151","430","406","500","244","1010","200","61","48","174","173","1539",".415",".351",".812",".549","24.1","113","103","32.4","17.3","11.3","2.2","loveke01",NA
"3744","Central","79","67","2549","488","1100","135","370","372","457","226","925","174","51","41","147","173","1483",".444",".365",".814",".570","25.3","115","102","32.3","18.8","11.7","2.2","loveke01",NA
"3745","Northwest","93","78","3118","570","1302","143","382","464","583","308","1072","247","73","33","172","204","1747",".438",".374",".796",".560","24.2","117","109","33.5","18.8","11.5","2.7","loveke01",NA
"3746","Pacific","106","91","3458","652","1505","151","421","528","645","355","1295","290","66","38","219","249","1983",".433",".359",".819",".554","25.1","115","108","32.6","18.7","12.2","2.7","loveke01",NA
"3747","Southeast","85","74","2709","521","1112","115","312","361","442","260","892","181","71","31","163","178","1518",".469",".369",".817",".581","24.3","116","105","31.9","17.9","10.5","2.1","loveke01",NA
"3748","Southwest","105","86","3462","679","1480","152","411","485","570","345","1204","237","63","77","226","209","1995",".459",".370",".851",".576","25.2","116","107","33.0","19.0","11.5","2.3","loveke01",NA
"3749","Atlanta","17","16","545","103","226","22","68","87","97","59","198","33","16","3","33","37","315",".456",".324",".897",".586","24.3","118","107","32.1","18.5","11.6","1.9","loveke01",NA
"3750","Boston","16","14","513","78","208","29","89","87","108","42","169","40","10","5","34","28","272",".375",".326",".806",".532","24.6","110","107","32.1","17.0","10.6","2.5","loveke01",NA
"3751","CHA, CHO","20","17","663","139","279","36","79","82","103","46","205","46","18","9","29","41","396",".498",".456",".796",".611","24.6","123","104","33.2","19.8","10.3","2.3","loveke01",NA
"3752","Chicago","17","14","542","96","240","29","86","66","82","43","179","30","11","8","31","37","287",".400",".337",".805",".520","25.5","106","105","31.9","16.9","10.5","1.8","loveke01",NA
"3753","Cleveland","9","7","292","63","131","13","31","58","69","36","106","20","4","5","21","20","197",".481",".419",".841",".610","27.9","120","102","32.5","21.9","11.8","2.2","loveke01",NA
"3754","Dallas","21","16","681","152","310","42","91","96","111","75","244","51","12","14","44","49","442",".490",".462",".865",".616","26.0","123","106","32.4","21.0","11.6","2.4","loveke01",NA
"3755","Denver","21","17","709","142","330","23","81","116","137","88","277","55","17","10","38","53","423",".430",".284",".847",".542","25.5","116","107","33.7","20.1","13.2","2.6","loveke01",NA
"3756","Detroit","18","14","559","117","243","34","85","62","70","44","204","47","9","8","36","35","330",".481",".400",".886",".603","25.3","117","101","31.0","18.3","11.3","2.6","loveke01",NA
"3757","Golden State","22","21","748","136","315","22","73","126","150","84","289","66","10","8","40","45","420",".432",".301",".840",".551","23.7","117","110","34.0","19.1","13.1","3.0","loveke01",NA
"3758","Houston","22","20","717","148","325","31","84","98","114","69","244","42","14","15","54","40","425",".455",".369",".860",".566","26.2","112","110","32.6","19.3","11.1","1.9","loveke01",NA
"3759","Indiana","18","17","603","109","253","27","80","95","116","49","227","37","17","11","25","50","340",".431",".338",".819",".559","23.5","117","102","33.5","18.9","12.6","2.1","loveke01",NA
"3760","LA Clippers","21","18","672","129","292","27","78","112","141","66","267","58","12","6","52","49","397",".442",".346",".794",".561","26.6","112","107","32.0","18.9","12.7","2.8","loveke01",NA
"3761","LA Lakers","21","18","702","128","293","33","80","92","113","77","267","55","14","6","38","50","381",".437",".413",".814",".556","23.1","117","107","33.5","18.1","12.7","2.6","loveke01",NA
"3762","Memphis","19","16","603","130","256","25","72","65","73","57","203","55","9","22","49","33","350",".508",".347",".890",".607","25.2","116","101","31.7","18.4","10.7","2.9","loveke01",NA
"3763","Miami","15","12","452","84","186","15","52","61","71","44","144","39","10","9","34","26","244",".452",".288",".859",".562","25.2","112","108","30.1","16.3","9.6","2.6","loveke01",NA
"3764","Milwaukee","17","15","554","103","233","32","88","91","120","54","209","40","10","9","34","31","329",".442",".364",".758",".576","25.5","117","102","32.6","19.4","12.3","2.4","loveke01",NA
"3765","Minnesota","4","4","139","20","47","5","18","20","27","11","42","13","2","1","5","7","65",".426",".278",".741",".552","20.1","127","107","34.7","16.3","10.5","3.3","loveke01",NA
"3766","NJN, BRK","18","18","583","90","216","27","77","72","88","47","212","41","10","10","38","33","279",".417",".351",".818",".548","22.0","110","101","32.4","15.5","11.8","2.3","loveke01",NA
"3767","NOH, NOP","22","17","747","133","307","23","87","133","156","77","245","53","17","14","40","47","422",".433",".264",".853",".562","25.3","118","107","33.9","19.2","11.1","2.4","loveke01",NA
"3768","New York","18","15","579","114","264","33","96","87","109","54","219","39","11","9","39","35","348",".432",".344",".798",".558","26.8","113","100","32.1","19.3","12.2","2.2","loveke01",NA
"3769","Oklahoma City","21","15","691","136","293","42","89","95","126","70","250","52","14","10","39","36","409",".464",".472",".754",".587","24.2","120","106","32.9","19.5","11.9","2.5","loveke01",NA
"3770","Orlando","16","13","510","97","210","20","59","63","84","51","170","37","11","5","34","34","277",".462",".339",".750",".561","24.3","112","106","31.9","17.3","10.6","2.3","loveke01",NA
"3771","Philadelphia","18","15","561","96","227","23","76","71","88","48","210","41","17","10","33","24","286",".423",".303",".807",".538","23.3","110","99","31.2","15.9","11.7","2.3","loveke01",NA
"3772","Phoenix","18","14","576","109","280","31","90","90","106","63","204","50","13","9","30","48","339",".389",".344",".849",".519","26.5","114","113","32.0","18.8","11.3","2.8","loveke01",NA
"3773","Portland","22","21","740","137","308","41","91","112","133","62","224","52","16","3","36","43","427",".445",".451",".842",".583","24.5","122","114","33.6","19.4","10.2","2.4","loveke01",NA
"3774","Sacramento","24","20","760","150","325","38","100","108","135","65","268","61","17","9","59","57","446",".462",".380",".800",".580","25.7","112","106","31.7","18.6","11.2","2.5","loveke01",NA
"3775","San Antonio","21","17","714","116","282","31","77","93","116","67","268","36","11","12","39","40","356",".411",".403",".802",".534","23.1","111","108","34.0","17.0","12.8","1.7","loveke01",NA
"3776","Toronto","19","17","647","113","267","39","92","89","107","53","200","39","13","14","30","53","354",".423",".424",".832",".564","24.1","119","110","34.0","18.6","10.5","2.1","loveke01",NA
"3777","Utah","25","21","840","135","324","32","103","121","160","77","279","75","24","9","54","65","423",".417",".311",".756",".536","23.6","111","109","33.6","16.9","11.2","3.0","loveke01",NA
"3778","Washington","17","16","538","98","211","22","54","68","87","60","175","26","16","5","33","40","286",".464",".407",".782",".574","23.1","115","102","31.7","16.8","10.3","1.5","loveke01",NA
"3779","Total","34","0","352","36","88","9","28","31","41","7","44","22","8","4","26","48","112",".409",".321",".756",".528","16.4","89","112","10.4","3.3","1.3","0.6","luwawti01",NA
"3780","Home","18","0","171","16","41","2","13","20","25","2","23","14","4","3","10","23","54",".390",".154",".800",".519","15.8","93","108","9.5","3.0","1.3","0.8","luwawti01",NA
"3781","Road","16","0","181","20","47","7","15","11","16","5","21","8","4","1","16","25","58",".426",".467",".688",".537","16.9","86","115","11.3","3.6","1.3","0.5","luwawti01",NA
"3782","Pre","34","0","352","36","88","9","28","31","41","7","44","22","8","4","26","48","112",".409",".321",".756",".528","16.4","89","112","10.4","3.3","1.3","0.6","luwawti01",NA
"3783","Win","13","0","147","12","34","3","13","13","14","4","17","13","3","1","8","21","40",".353",".231",".929",".498","14.3","97","107","11.3","3.1","1.3","1.0","luwawti01",NA
"3784","Loss","21","0","205","24","54","6","15","18","27","3","27","9","5","3","18","27","72",".444",".400",".667",".546","17.9","85","114","9.8","3.4","1.3","0.4","luwawti01",NA
"3785","October","1","0","6","0","1","0","0","0","0","0","1","1","1","0","1","0","0",".000",NA,NA,".000","14.1","19","94","6.4","0.0","1.0","1.0","luwawti01",NA
"3786","November","10","0","59","7","20","1","6","6","8","1","7","3","2","1","2","5","21",".350",".167",".750",".446","19.2","89","116","5.9","2.1","0.7","0.3","luwawti01",NA
"3787","December","9","0","82","6","18","3","7","8","12","0","10","2","2","2","3","17","23",".333",".429",".667",".494","14.1","90","110","9.1","2.6","1.1","0.2","luwawti01",NA
"3788","January","14","0","205","23","49","5","15","17","21","6","26","16","3","1","20","26","68",".469",".333",".810",".584","16.5","91","111","14.6","4.9","1.9","1.1","luwawti01",NA
"3789","Sunday","2","0","19","2","5","1","2","0","0","0","2","2","1","0","1","2","5",".400",".500",NA,".500","13.3","88","113","9.6","2.5","1.0","1.0","luwawti01",NA
"3790","Monday","6","0","55","4","12","0","3","4","6","2","7","3","3","2","5","5","12",".333",".000",".667",".410","15.6","72","114","9.1","2.0","1.2","0.5","luwawti01",NA
"3791","Tuesday","4","0","54","5","10","2","4","6","8","0","5","3","0","1","4","8","18",".500",".500",".750",".666","14.2","99","107","13.6","4.5","1.3","0.8","luwawti01",NA
"3792","Wednesday","5","0","49","4","12","0","4","3","4","2","4","3","2","0","1","7","11",".333",".000",".750",".400","13.1","89","109","9.9","2.2","0.8","0.6","luwawti01",NA
"3793","Thursday","3","0","28","1","8","1","4","2","2","1","2","0","0","0","2","6","5",".125",".250","1.000",".282","17.8","55","119","9.2","1.7","0.7","0.0","luwawti01",NA
"3794","Friday","7","0","73","11","22","2","7","9","9","0","15","5","0","1","4","13","33",".500",".286","1.000",".636","17.8","112","111","10.4","4.7","2.1","0.7","luwawti01",NA
"3795","Saturday","7","0","74","9","19","3","4","7","12","2","9","6","2","0","9","7","28",".474",".750",".583",".577","19.5","87","113","10.6","4.0","1.3","0.9","luwawti01",NA
"3796","Reserve","34","0","352","36","88","9","28","31","41","7","44","22","8","4","26","48","112",".409",".321",".756",".528","16.4","89","112","10.4","3.3","1.3","0.6","luwawti01",NA
"3797","20-29","3","0","68","7","15","3","5","9","12","2","8","5","1","1","10","8","26",".467",".600",".750",".641","19.2","90","110","22.8","8.7","2.7","1.7","luwawti01",NA
"3798","10-19","13","0","174","19","42","4","11","12","15","4","18","9","3","1","11","27","54",".452",".364",".800",".556","14.7","93","111","13.4","4.2","1.4","0.7","luwawti01",NA
"3799","0-9","18","0","110","10","31","2","12","10","14","1","18","8","4","2","5","13","32",".323",".167",".714",".431","17.2","84","113","6.1","1.8","1.0","0.4","luwawti01",NA
"3800","0 Days","8","0","104","12","26","5","10","9","16","2","12","7","1","0","12","14","38",".462",".500",".563",".575","18.9","87","116","13.0","4.8","1.5","0.9","luwawti01",NA
"3801","1 Day","11","0","116","14","34","1","8","7","9","3","13","6","3","1","9","16","36",".412",".125",".778",".474","17.5","79","110","10.5","3.3","1.2","0.5","luwawti01",NA
"3802","2 Days","8","0","57","5","12","3","5","4","4","1","7","5","2","1","1","7","17",".417",".600","1.000",".618","11.8","123","117","7.2","2.1","0.9","0.6","luwawti01",NA
"3803","3+ Days","6","0","69","5","15","0","5","11","12","1","11","3","1","2","3","11","21",".333",".000",".917",".518","14.7","100","105","11.5","3.5","1.8","0.5","luwawti01",NA
"3804","Eastern","20","0","202","19","48","4","15","18","24","6","30","14","6","2","13","25","60",".396",".267",".750",".512","15.5","93","111","10.1","3.0","1.5","0.7","luwawti01",NA
"3805","Western","14","0","150","17","40","5","13","13","17","1","14","8","2","2","13","23","52",".425",".385",".765",".548","17.5","85","112","10.7","3.7","1.0","0.6","luwawti01",NA
"3806","Atlantic","6","0","62","4","13","0","4","5","8","2","10","3","3","1","1","9","13",".308",".000",".625",".393","12.4","89","109","10.4","2.2","1.7","0.5","luwawti01",NA
"3807","Central","6","0","61","5","14","1","4","6","6","2","8","4","1","0","3","6","17",".357",".250","1.000",".511","14.0","98","113","10.2","2.8","1.3","0.7","luwawti01",NA
"3808","Northwest","7","0","85","4","17","2","5","10","12","1","8","3","1","2","5","14","20",".235",".400",".833",".449","13.9","83","110","12.1","2.9","1.1","0.4","luwawti01",NA
"3809","Pacific","3","0","24","3","7","1","3","2","2","0","2","5","0","0","2","2","9",".429",".333","1.000",".571","18.4","102","122","7.9","3.0","0.7","1.7","luwawti01",NA
"3810","Southeast","8","0","79","10","21","3","7","7","10","2","12","7","2","1","9","10","30",".476",".429",".700",".591","19.2","92","111","9.8","3.8","1.5","0.9","luwawti01",NA
"3811","Southwest","4","0","41","10","16","2","5","1","3","0","4","0","1","0","6","7","23",".625",".400",".333",".664","24.5","78","111","10.3","5.8","1.0","0.0","luwawti01",NA
"3812","Atlanta","3","0","30","3","5","1","1","5","6","0","1","3","2","0","6","4","12",".600","1.000",".833",".785","20.0","83","110","10.1","4.0","0.3","1.0","luwawti01",NA
"3813","Boston","2","0","18","1","2","0","0","2","4","0","5","0","0","0","0","3","4",".500",NA,".500",".532","9.5","107","114","9.1","2.0","2.5","0.0","luwawti01",NA
"3814","Charlotte","2","0","13","1","3","0","2","0","0","0","2","2","0","0","0","4","2",".333",".000",NA,".333","10.3","102","108","6.6","1.0","1.0","1.0","luwawti01",NA
"3815","Chicago","2","0","24","2","8","0","3","4","4","0","4","2","0","0","1","3","8",".250",".000","1.000",".410","19.2","88","119","12.1","4.0","2.0","1.0","luwawti01",NA
"3816","Cleveland","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0",".000",NA,NA,".000","10.5","0","112","4.2","0.0","0.0","0.0","luwawti01",NA
"3817","Denver","2","0","22","1","5","1","1","4","4","0","1","0","1","1","0","4","7",".200","1.000","1.000",".518","13.1","118","117","10.8","3.5","0.5","0.0","luwawti01",NA
"3818","Detroit","1","0","5","1","1","1","1","0","0","0","1","1","1","0","0","0","3","1.000","1.000",NA,"1.500","10.2","272","70","5.0","3.0","1.0","1.0","luwawti01",NA
"3819","Houston","2","0","22","7","8","1","1","1","1","0","2","0","1","0","4","1","16",".875","1.000","1.000",".948","24.5","100","119","10.8","8.0","1.0","0.0","luwawti01",NA
"3820","LA Clippers","1","0","13","2","2","1","1","2","2","0","1","2","0","0","0","1","7","1.000","1.000","1.000","1.215","10.3","243","123","12.8","7.0","1.0","2.0","luwawti01",NA
"3821","Memphis","1","0","16","3","6","1","2","0","2","0","2","0","0","0","2","4","7",".500",".500",".000",".509","24.0","67","102","16.2","7.0","2.0","0.0","luwawti01",NA
"3822","Milwaukee","2","0","28","2","4","0","0","2","2","2","3","1","0","0","2","3","6",".500",NA,"1.000",".615","10.7","104","116","13.9","3.0","1.5","0.5","luwawti01",NA
"3823","Minnesota","2","0","31","1","7","1","3","6","6","1","3","1","0","1","3","4","9",".143",".333","1.000",".467","17.8","84","108","15.7","4.5","1.5","0.5","luwawti01",NA
"3824","New Orleans","1","0","3","0","2","0","2","0","0","0","0","0","0","0","0","2","0",".000",".000",NA,".000","26.9","0","104","3.4","0.0","0.0","0.0","luwawti01",NA
"3825","New York","1","0","12","2","4","0","1","1","2","1","2","1","1","0","0","3","5",".500",".000",".500",".512","15.9","123","100","12.4","5.0","2.0","1.0","luwawti01",NA
"3826","Orlando","2","0","9","1","3","0","1","2","2","0","3","0","0","1","0","1","4",".333",".000","1.000",".515","18.0","116","105","4.7","2.0","1.5","0.0","luwawti01",NA
"3827","Phoenix","1","0","5","1","3","0","0","0","0","0","0","1","0","0","0","1","2",".333",NA,NA,".333","27.7","86","109","4.6","2.0","0.0","1.0","luwawti01",NA
"3828","Portland","1","0","14","1","3","0","1","0","0","0","2","2","0","0","1","2","2",".333",".000",NA,".333","11.9","73","97","13.6","2.0","2.0","2.0","luwawti01",NA
"3829","Sacramento","1","0","6","0","2","0","2","0","0","0","1","2","0","0","2","0","0",".000",".000",NA,".000","27.9","33","130","6.4","0.0","1.0","2.0","luwawti01",NA
"3830","Toronto","3","0","32","1","7","0","3","2","2","1","3","2","2","1","1","3","4",".143",".000","1.000",".254","12.7","66","110","10.6","1.3","1.0","0.7","luwawti01",NA
"3831","Utah","2","0","18","1","2","0","0","0","2","0","2","0","0","0","1","4","2",".500",NA,".000",".347","9.6","34","115","9.2","1.0","1.0","0.0","luwawti01",NA
"3832","Washington","1","0","26","5","10","2","3","0","2","2","6","2","0","0","3","1","12",".500",".667",".000",".551","23.1","92","116","25.7","12.0","6.0","2.0","luwawti01",NA
"3833","Total","129","37","2330","330","793","105","298","104","148","98","485","121","51","35","119","184","869",".416",".352",".703",".506","19.7","97","106","18.1","6.7","3.8","0.9","lylestr01",NA
"3834","Home","66","19","1218","164","412","50","158","59","74","48","261","64","31","14","56","88","437",".398",".316",".797",".491","19.5","98","102","18.5","6.6","4.0","1.0","lylestr01",NA
"3835","Road","63","18","1112","166","381","55","140","45","74","50","224","57","20","21","63","96","432",".436",".393",".608",".522","20.0","97","110","17.7","6.9","3.6","0.9","lylestr01",NA
"3836","Pre","99","33","1805","230","574","76","219","76","112","82","380","97","37","28","93","142","612",".401",".347",".679",".491","18.7","95","106","18.2","6.2","3.8","1.0","lylestr01",NA
